序号,桶,桶名,现结论,主题,建议处置,命中规则,在正式名单内,参数摘要
1020,D2,D2 真欠账——需排期评估,部分响应,医技检验影像,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,支持图文报告查看以及内嵌式影像浏览器接口查看。 +-------------------------------------------------------
1022,D2,D2 真欠账——需排期评估,部分响应,门急诊与住院业务,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,拥有门诊会诊申请功能，能够门诊各科室间的会诊申请。 +-----------------------------------------------------
1025,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,能够根据设置给予医生退费功能。 +---------------------------------------------------------------
1026,D2,D2 真欠账——需排期评估,部分响应,医技检验影像,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,拥有处方、检验单、检查单、治疗单、导诊单打印功能。 +-----------------------------------------------------
1029,D2,D2 真欠账——需排期评估,部分响应,门急诊与住院业务,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,患者如应当住院治疗，医生为患者诊治时，医生能够在门诊医生站直接开具电子入院证，填写相关入院证数据资料。 +---------------------------
1030,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,也能够移动端进行入院预约或缴纳预交金，入院证提交后共享到其他业务平台信息系统，患者能够根据电子入院证办理入院。 +-----------------------
1035,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,否,拥有病人区域来源分布汇总。 +-----------------------------------------------------------------
1065,D2,D2 真欠账——需排期评估,部分响应,数据治理与报表指标,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,实现了对指标库的基础管理能力，例如：增加、修改指定的项目、根据设定条件检索指定的指标库信息和修改指定的指标库信息列表等。 +------------------
1066,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,借助树形结构清晰展示了全部元素库信息的分类，和元素库信息之间的关系等。 +-------------------------------------------
1068,D2,D2 真欠账——需排期评估,部分响应,护理与病历文书,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,借助树形结构清晰的呈现了当前的所有的病历分类信息及其互相之间的关联。 +--------------------------------------------
1069,D2,D2 真欠账——需排期评估,部分响应,护理与病历文书,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,实现了对分类的基础信息预先查阅，对病历分类的基础信息修改，和增加新的分类。 +-----------------------------------------
1070,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,借助树形结构清晰展示了全部数据源信息的分类，和数据源的其他属性等。 +---------------------------------------------
1072,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,否,借助分页表格展示了系统应用到的参数，能够依据参数编码和参数名称检索，能够对参数值实施编辑。 +---------------------------------
1075,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,模板兼容具备最小结构化元素，符合文本、数值、复选、单选、多选、日期等结构化录入要求。 +------------------------------------
1076,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,否,兼容文档修改，字符、段落属性配置，页面版式配置，页眉页脚配置，兼容特殊符号，兼容图文结合性输入，兼容矢量图形绘制和表格。 +------------------
1077,D2,D2 真欠账——需排期评估,部分响应,护理与病历文书,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,"具备病人隐私防护手段，对模板病历中表示患者隐私信息的能够配置成""加密展示""。 +----------------------------------------"
1078,D2,D2 真欠账——需排期评估,部分响应,其他,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,拥有模板授权能力，使用范围为科室或个人的模板，需要授权到科室或个人后才能使用，需要授权的模板在新建的时候自动完成授权给构建科室或构建人，其他科室或个人如想使用该
1082,D2,D2 真欠账——需排期评估,部分响应,护理与病历文书,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,复制/粘贴挑选性控制：借助参数控制不同病人的病历内容是否能够互相复制粘贴操作。 +---------------------------------------
1085,D2,D2 真欠账——需排期评估,部分响应,护理与病历文书,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,插入音视频、图片：可在病历书写过程中实时录制语音、视频，并能够进行播放和插入到病历中，并且可插入图片，图文结合性输入，兼容矢量图形绘制修改能力。 +------
1087,D2,D2 真欠账——需排期评估,部分响应,护理与病历文书,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,编辑痕迹：兼容三级医师的编辑痕迹管理能力，病历提交后所有的编辑痕迹都会保留下来，包含修改方法、修改内容、修改人姓名及工号、修改时间等，借助于菜单选择是否展示编辑
1101,D2,D2 真欠账——需排期评估,部分响应,护理与病历文书,按主题成版排期；排期前先确认该条是否值得为评标而建,说明列为「本条所述…未提供」（整条缺）,是,门急诊病历书写支持自动选择科室默认模板，也支持自行选择任一模板进行病历书写。同时支持选择患者历史文书创建新病历。 +----------------------
