序号,实质性★,重要▲,参数摘要,响应结论,响应说明
397,,,支持按照机构/科室/医生维度查看门诊总费用、处方总金额、处方总金额（不含中药饮片）、用药总金额、用药总金额（不含中药饮片）、人均药品费用等指标；,配套产品响应,属设备配套软件/商用知识库/CA 等产品参数，平台已留标准接入点
398,,,支持按照机构/科室/病区/医疗组维度查看出院患者用药总金额、平均每床日费用、平均出院患者费用、平均出院患者药品费用等指标。 报表清单：,正偏离/无偏离,平台已实现（详见对应功能模块）
399,,,全院药品使用分析；,待复核,初评未匹配，须项目组逐条人工确认
400,,,门诊药品用量分析；,待复核,初评未匹配，须项目组逐条人工确认
401,,,住院药品用量分析；,正偏离/无偏离,平台已实现（详见对应功能模块）
402,,,门诊药品金额分析；,待复核,初评未匹配，须项目组逐条人工确认
403,,,住院药品金额分析。 药品适宜性分析报表（6张） 概述： 提供药品适宜性分析，系统默认提供四级、五级、六级、七级不同类型的警示信息统计分析。 指标：,正偏离/无偏离,平台已实现（详见对应功能模块）
404,,,支持按照机构/科室/医生维度查看门诊处方合格率、不规范处方数、不规范处方占比(%)、不适宜问题发生数等指标；,正偏离/无偏离,平台已实现（详见对应功能模块）
405,,,支持按照问题维度查看不同类型警示信息的发生数、四级、五级、六级、七级警示信息发生的处方数以及处方占比等指标；,正偏离/无偏离,平台已实现（详见对应功能模块）
406,,,支持按照机构/科室/病区/医疗组维度查看不适宜问题发生数、四级、五级、六级、七级警示的人次数、人次占比(%)等指标；,正偏离/无偏离,平台已实现（详见对应功能模块）
407,,,支持按照问题维度查看不同类型警示信息四级、五级、六级、七级警示的人次数、人次占比(%)等指标；,正偏离/无偏离,平台已实现（详见对应功能模块）
408,,,支持查看门诊药品不适宜问题发生数、不同类型警示信息的发生数、发生数占比(%)等指标；,正偏离/无偏离,平台已实现（详见对应功能模块）
409,,,支持查看住院药品不适宜问题发生数、不同类型警示信息的发生数、发生数占比(%)等指标。 报表清单：,正偏离/无偏离,平台已实现（详见对应功能模块）
410,,,门诊用药适宜性分析；,待复核,初评未匹配，须项目组逐条人工确认
411,,,门诊用药适宜性一览表；,待复核,初评未匹配，须项目组逐条人工确认
412,,,住院用药适宜性分析；,正偏离/无偏离,平台已实现（详见对应功能模块）
413,,,住院用药适宜性一览表；,正偏离/无偏离,平台已实现（详见对应功能模块）
414,,,门诊药品用药问题统计；,正偏离/无偏离,平台已实现（详见对应功能模块）
415,,,住院药品用药问题统计。 药品使用排名（2张） 概述： 提供全院药品使用及医生用药情况排名。 指标：,正偏离/无偏离,平台已实现（详见对应功能模块）
416,,,支持按药品查看使用人次、使用频次、使用数量及使用金额，同时支持查看药品使用的医院明细及科室明细；,正偏离/无偏离,平台已实现（详见对应功能模块）
417,,,支持按医生查看用药数量、抗菌药物使用数量、抗菌药物使用数量占药品使用比例(%)、用药总金额等指标。 报表清单：,正偏离/无偏离,平台已实现（详见对应功能模块）
418,,,全院药品使用排名；,待复核,初评未匹配，须项目组逐条人工确认
419,,,全院医生用药排名。 药费增长趋势（2张） 概述： 提供门诊及住院费用增长情况的同比分析指标。 指标：,正偏离/无偏离,平台已实现（详见对应功能模块）
420,,,支持按照机构/科室/医生维度查看门诊就诊总人次、就诊人次数同比增长(%)、次均费用、次均费用同比增长比率(%)、次均药费、次均药费同比增长比率(%)等指标；,正偏离/无偏离,平台已实现（详见对应功能模块）
421,,,支持按照机构/科室/病区/医疗组维度查看出院患者总人次、平均住院天数、平均住院天数同比增长比率(%)、次均费用、次均费用同比增长比率(%)、次均药费、次均药费同比增长比率(%)等指标。 报表清单：,正偏离/无偏离,平台已实现（详见对应功能模块）
422,,,门诊药费增长分析表；,待复核,初评未匹配，须项目组逐条人工确认
423,,,住院药费增长分析表； 国家卫生计生委抗菌药物临床应用管理数据上报（13张） 概述： 涵盖国家卫生计生委抗菌药物临床应用管理数据上报要求的13张报表。\ 指标：,正偏离/无偏离,平台已实现（详见对应功能模块）
424,,,按照国家卫生计生委抗菌药物临床应用管理数据上报相关要求，支持床位使用率（%）、门诊量（人次）、急诊量（人次）、I类切口手术病人出院人次、抗菌药物使用率、抗菌药物使用强度（100人/日）、接受抗菌药物治疗的住院患者抗菌药物使用前微生物检验样本送检率（%）等指标的统计。 报表清单：,配套产品响应,属设备配套软件/商用知识库/CA 等产品参数，平台已留标准接入点
425,,,医疗机构一般情况调查；,待复核,初评未匹配，须项目组逐条人工确认
426,,,临床科室指标持续改进情况；,正偏离/无偏离,平台已实现（详见对应功能模块）
427,,,住院患者抗菌药物使用量排名前10种品种；,正偏离/无偏离,平台已实现（详见对应功能模块）
428,,,抗菌药物分级管理目录；,正偏离/无偏离,平台已实现（详见对应功能模块）
429,,,临床微生物标本送检率；,配套产品响应,属设备配套软件/商用知识库/CA 等产品参数，平台已留标准接入点
430,,,医疗机构药品经费使用情况调查表；,正偏离/无偏离,平台已实现（详见对应功能模块）
431,,,医疗机构抗菌药物品种、规格和使用量统计调查表；,正偏离/无偏离,平台已实现（详见对应功能模块）
432,,,医疗机构抗菌药物临床应用指标数据上报表；,正偏离/无偏离,平台已实现（详见对应功能模块）
433,,,医疗机构I类切口手术用药情况调查表（综合医院）；,正偏离/无偏离,平台已实现（详见对应功能模块）
434,,,医疗机构I类切口手术用药情况调查表（儿科医院）；,正偏离/无偏离,平台已实现（详见对应功能模块）
435,,,医疗机构I类切口手术用药情况调查表（妇产科医院）；,正偏离/无偏离,平台已实现（详见对应功能模块）
436,,,医疗机构I类切口手术用药情况调查表（口腔医院）；,正偏离/无偏离,平台已实现（详见对应功能模块）
437,,,医疗机构I类切口手术用药情况调查表（肿瘤医院）。 抗肿瘤药物专项（2张） 概述： 提供门诊及住院抗肿瘤药物使用情况的统计指标，包括抗肿瘤药物总金额、抗肿瘤药物处方数、出院患者抗肿瘤药物使用人次数等统计指标。\ 指标：,正偏离/无偏离,平台已实现（详见对应功能模块）
438,,,支持按照机构/科室/医生维度查看门诊抗肿瘤药物总金额、抗肿瘤药物金额占比(%)、普通使用级抗肿瘤药物使用金额、普通使用级抗肿瘤药物使用金额占比(%)等指标；,正偏离/无偏离,平台已实现（详见对应功能模块）
439,,,支持按照机构/科室/病区/医疗组维度查看住院抗肿瘤药物使用总金额、抗肿瘤药物使用总金额占比（%）、人均抗肿瘤药物费用、普通使用级抗肿瘤药物使用金额等指标。 报表清单：,正偏离/无偏离,平台已实现（详见对应功能模块）
440,,,门诊抗肿瘤药物临床使用情况汇总；,待复核,初评未匹配，须项目组逐条人工确认
441,,,住院抗肿瘤药物临床使用情况汇总。 清单报表（2张） 概述： 按照国家卫生计生委办公厅关于进一步加强抗菌药物临床应用管理遏制细菌耐药的通知，提供碳青霉烯、替加环素及含酶抑制剂使用情况清单报表。 指标：,正偏离/无偏离,平台已实现（详见对应功能模块）
442,,,支持统计并展示门急诊处方及出院患者使用碳青霉烯、替加环素及含酶抑制剂的使用情况，包括姓名、病历号、用药主要诊断等指标。 报表清单：,正偏离/无偏离,平台已实现（详见对应功能模块）
